Date,Cases - Total,Deaths - Total,Hospitalizations - Total,Cases - Age 0-17,Cases - Age 18-29,Cases - Age 30-39,Cases - Age 40-49,Cases - Age 50-59,Cases - Age 60-69,Cases - Age 70-79,Cases -  Age 80+,Cases - Age Unknown,Cases - Female,Cases - Male,Cases - Unknown Gender,Cases - Latinx,Cases - Asian Non-Latinx,Cases - Black Non-Latinx,Cases - White Non-Latinx,Cases - Other Race Non-Latinx,Cases - Unknown Race/Ethnicity,Deaths - Age 0-17,Deaths - Age 18-29,Deaths - Age 30-39,Deaths - Age 40-49,Deaths - Age 50-59,Deaths - Age 60-69,Deaths - Age 70-79,Deaths - Age 80+,Deaths - Age Unknown,Deaths - Female,Deaths - Male,Deaths - Unknown Gender,Deaths - Latinx,Deaths - Asian Non-Latinx,Deaths - Black Non-Latinx,Deaths - White Non-Latinx,Deaths - Other Race Non-Latinx,Deaths - Unknown Race/Ethnicity,Hospitalizations - Age 0-17,Hospitalizations - Age 18-29,Hospitalizations - Age 30-39,Hospitalizations - Age 40-49,Hospitalizations - Age 50-59,Hospitalizations - Age 60-69,Hospitalizations - Age 70-79,Hospitalizations - Age 80+,Hospitalizations - Age Unknown,Hospitalizations - Female,Hospitalizations - Male,Hospitalizations - Unknown Gender,Hospitalizations - Latinx,Hospitalizations - Asian Non-Latinx,Hospitalizations - Black Non-Latinx,Hospitalizations - White Non-Latinx,Hospitalizations - Other Race Non-Latinx,Hospitalizations - Unknown Race/Ethnicity
02/19/2022,124,4,10,15,27,21,21,16,9,9,6,0,63,59,2,21,15,27,38,4,19,0,0,0,2,0,1,0,1,0,2,2,0,0,0,2,2,0,0,0,1,1,0,3,0,2,3,0,5,5,0,1,0,3,6,0,0
06/16/2021,36,1,5,6,10,10,7,0,1,2,0,0,22,14,0,12,2,12,5,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,2,0,0,4,1,0,3,0,1,0,1,0
11/04/2020,2512,8,96,303,706,563,365,289,173,84,29,0,1289,1213,10,1025,77,403,682,91,234,0,0,0,0,0,1,2,5,0,5,3,0,5,0,1,2,0,0,4,5,4,9,25,16,24,9,0,49,47,0,33,1,36,22,3,1
07/18/2021,92,0,7,12,27,20,12,8,7,4,2,0,51,41,0,16,2,24,34,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,1,0,5,2,0,1,0,4,1,0,1
03/13/2020,32,0,8,0,4,13,5,5,5,0,0,0,8,24,0,4,2,5,19,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,2,0,0,3,5,0,1,0,3,4,0,0
01/19/2021,1083,19,67,141,264,205,168,124,91,58,32,0,549,534,0,437,46,205,286,47,62,0,0,0,0,3,5,5,6,0,5,14,0,5,2,8,4,0,0,3,3,5,6,16,9,12,13,0,31,36,0,23,3,30,10,0,1
09/23/2021,368,5,31,81,85,74,47,30,29,15,7,0,192,174,2,75,10,99,121,23,40,0,0,1,1,1,1,0,1,0,3,2,0,1,0,4,0,0,0,0,3,2,7,4,8,5,2,0,14,17,0,8,2,15,5,1,0
03/23/2020,289,3,101,4,46,55,52,56,30,35,11,0,140,149,0,42,13,134,78,12,10,1,1,0,0,0,0,1,0,0,0,3,0,0,0,3,0,0,0,1,4,15,12,17,17,25,10,0,48,53,0,16,5,64,11,4,1
06/03/2021,95,7,16,20,20,19,13,10,6,6,1,0,47,48,0,20,4,45,16,0,10,0,0,0,1,0,2,4,0,0,4,3,0,3,1,2,1,0,0,2,1,3,2,2,3,2,1,0,8,8,0,2,1,11,1,1,0
06/09/2021,64,5,8,11,14,7,12,10,4,3,3,0,33,30,1,17,2,24,15,2,4,0,0,0,0,2,1,0,2,0,3,2,0,0,0,4,1,0,0,0,1,1,1,3,1,0,1,0,3,5,0,4,0,2,2,0,0
04/26/2020,434,51,129,12,83,55,96,67,57,32,32,0,228,206,0,182,20,94,67,19,52,0,1,0,4,3,13,11,19,0,22,29,0,18,2,23,8,0,0,0,12,5,23,21,28,20,20,0,57,72,0,59,2,37,26,5,0
11/21/2021,374,3,29,68,91,75,52,43,30,7,8,0,223,150,1,65,19,76,112,23,79,0,0,0,0,1,1,1,0,0,2,1,0,0,0,2,1,0,0,0,2,2,4,7,7,6,1,0,16,13,0,7,1,10,9,1,1
05/25/2020,252,23,78,7,34,35,41,43,49,26,17,0,123,127,2,86,7,82,56,3,18,0,0,1,0,4,4,7,7,0,11,12,0,5,0,10,7,1,0,2,10,4,7,12,17,11,15,0,37,41,0,28,2,36,9,1,2
09/13/2021,554,7,41,129,127,120,64,46,35,24,9,0,278,276,0,104,23,172,130,52,73,0,0,2,1,0,3,1,0,0,1,6,0,4,0,2,1,0,0,2,3,4,5,10,7,5,5,0,26,15,0,7,0,25,8,0,1
01/28/2022,752,23,53,168,146,142,89,73,66,50,18,0,383,365,4,186,65,117,224,27,133,0,0,0,2,3,5,3,10,0,12,11,0,5,1,11,6,0,0,0,9,4,3,3,12,12,10,0,28,25,0,15,1,16,19,2,0
09/26/2020,233,4,19,26,66,50,32,40,11,7,1,0,105,128,0,104,6,17,75,14,17,0,0,1,0,1,1,0,1,0,1,3,0,2,0,1,1,0,0,0,2,5,1,6,1,3,1,0,13,6,0,6,0,4,8,0,1
03/31/2022,305,0,11,52,80,79,38,23,17,12,4,0,168,134,3,38,29,24,131,34,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,0,3,1,0,5,6,0,1,0,5,5,0,0
03/10/2020,11,0,5,1,2,3,2,0,0,2,1,0,8,3,0,0,1,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,0,2,3,0,0,0,4,1,0,0
10/26/2020,1539,8,78,192,403,303,257,180,117,66,21,0,783,755,1,601,53,280,394,53,158,0,0,0,0,0,0,2,6,0,4,4,0,4,0,0,4,0,0,0,5,5,5,18,16,18,11,0,32,46,0,26,2,23,22,2,3
06/18/2021,35,2,10,2,10,6,6,6,2,1,2,0,19,16,0,6,2,17,9,1,0,0,0,0,0,0,1,1,0,0,0,2,0,1,0,0,1,0,0,0,1,1,2,4,1,0,1,0,4,6,0,3,1,4,2,0,0
09/28/2020,419,2,28,56,101,76,69,53,39,14,11,0,216,201,2,199,5,61,100,13,41,0,0,0,1,0,1,0,0,0,0,2,0,1,0,1,0,0,0,0,4,1,3,4,6,5,5,0,14,14,0,7,1,12,6,2,0
01/17/2022,2016,31,135,391,367,346,293,249,203,97,69,1,1070,936,10,548,120,295,457,96,500,0,0,0,2,8,6,6,9,0,14,17,0,7,0,14,9,1,0,7,9,10,15,18,29,19,28,0,66,69,0,37,5,51,38,1,3
06/15/2021,52,3,4,10,8,10,11,8,2,2,1,0,34,18,0,21,0,16,10,1,4,0,0,1,1,0,0,1,0,0,2,1,0,1,0,2,0,0,0,1,0,2,0,0,0,1,0,0,3,1,0,1,0,2,1,0,0
11/02/2021,490,4,27,131,94,111,54,43,29,18,10,0,262,226,2,75,11,115,163,46,80,0,0,0,0,2,1,1,0,0,2,2,0,1,1,2,0,0,0,0,1,1,3,1,8,7,6,0,17,10,0,9,1,11,6,0,0
08/21/2021,373,1,48,48,91,88,67,43,24,9,3,0,193,180,0,97,11,102,101,18,44,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2,6,12,4,9,8,4,3,0,22,26,0,8,0,28,9,1,2
06/11/2021,39,2,14,6,12,6,6,2,3,3,1,0,18,21,0,14,2,11,8,0,4,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,2,0,0,1,0,3,1,1,6,1,1,0,7,7,0,3,0,9,1,0,1
09/08/2022,219,0,,41,27,49,24,28,26,14,9,1,125,93,1,60,18,55,62,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
02/26/2021,357,6,22,66,98,58,58,29,32,10,6,0,179,177,1,107,10,86,106,15,33,0,0,0,0,1,1,0,4,0,0,6,0,3,0,1,2,0,0,3,1,1,2,3,5,2,5,0,11,11,0,5,0,13,3,1,0
04/09/2020,574,25,150,9,83,101,103,129,74,40,35,0,259,315,0,189,25,220,94,24,22,0,0,0,0,3,7,5,10,0,13,12,0,5,1,14,5,0,0,2,5,12,17,34,32,28,20,0,64,86,0,31,6,80,28,4,1
06/19/2020,219,15,37,28,68,38,29,24,16,9,7,0,111,106,2,96,2,54,35,8,24,0,0,0,1,3,3,2,6,0,7,8,0,3,1,5,6,0,0,3,4,2,6,7,8,3,4,0,18,19,0,12,0,19,5,1,0
11/12/2020,2927,18,114,329,741,571,495,383,255,114,39,0,1495,1424,8,1128,71,502,741,128,357,0,0,0,0,2,6,3,7,0,10,8,0,5,1,6,6,0,0,4,5,8,12,19,32,21,13,0,64,50,0,28,4,40,29,8,5
09/05/2022,178,0,,36,19,28,28,14,16,23,14,0,97,81,0,52,10,47,41,7,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
05/07/2021,365,11,38,68,91,69,63,41,17,9,7,0,194,171,0,106,13,139,55,7,45,0,0,0,2,1,4,2,2,0,4,7,0,2,0,8,1,0,0,1,2,5,3,11,4,4,8,0,23,15,0,6,1,22,9,0,0
04/22/2020,1053,45,145,33,168,168,168,206,150,65,95,0,547,506,0,488,26,284,126,49,80,0,0,3,2,5,15,8,12,0,20,25,0,8,0,27,9,1,0,0,5,10,28,24,33,20,25,0,70,75,0,47,4,60,26,7,1
03/02/2021,329,7,31,46,104,62,44,31,25,11,6,0,183,146,0,93,21,62,102,14,37,0,0,0,0,1,0,2,4,0,4,3,0,4,1,2,0,0,0,0,2,2,5,5,3,9,5,0,19,12,0,13,1,10,5,1,1
09/22/2021,406,7,24,81,88,93,63,37,25,10,9,0,196,209,1,78,12,120,138,31,27,0,1,0,1,0,0,4,1,0,3,4,0,3,0,2,2,0,0,1,3,0,4,5,4,3,4,0,13,11,0,4,0,13,6,1,0
05/15/2021,177,7,44,38,38,33,19,27,12,6,4,0,92,85,0,54,2,79,22,7,13,0,0,0,0,0,2,2,3,0,3,4,0,2,0,3,2,0,0,1,4,6,4,13,7,3,6,0,17,27,0,13,0,19,10,2,0
11/05/2020,2637,6,115,289,763,579,388,312,186,70,50,0,1378,1251,8,1087,61,418,673,106,292,0,0,1,0,1,0,0,4,0,3,3,0,1,0,1,3,1,0,2,8,12,9,20,31,18,15,0,51,64,0,35,3,49,24,3,1
06/12/2020,248,21,24,32,61,42,46,27,21,8,11,0,141,103,4,139,4,44,31,6,24,0,0,1,0,3,7,7,3,0,9,12,0,11,0,7,3,0,0,1,1,1,1,6,7,5,2,0,11,13,0,11,0,10,2,0,1
04/24/2020,1074,54,167,30,177,172,186,188,158,74,89,0,516,558,0,472,32,265,163,49,93,0,1,2,0,6,12,15,18,0,19,35,0,14,2,22,16,0,0,3,4,22,16,34,40,25,23,0,76,91,0,70,4,61,25,7,0
07/13/2021,103,2,12,15,22,32,10,10,6,6,2,0,49,51,3,24,2,35,26,2,14,0,0,0,1,0,0,0,1,0,2,0,0,0,0,2,0,0,0,0,4,2,1,1,1,3,0,0,7,5,0,4,1,6,1,0,0
09/20/2021,487,6,33,104,118,100,55,42,39,18,11,0,269,217,1,85,21,132,160,38,51,0,0,1,2,2,0,0,1,0,2,4,0,2,0,1,3,0,0,1,0,6,6,2,6,6,6,0,17,16,0,8,0,17,7,1,0
12/21/2021,6924,9,196,900,2094,1771,972,632,365,118,71,1,3791,3112,21,1006,238,1887,2046,539,1208,0,0,0,1,1,1,3,3,0,3,6,0,2,0,5,2,0,0,12,20,21,20,29,30,39,25,0,94,102,0,37,1,103,44,8,3
09/03/2020,341,3,25,36,103,60,51,49,23,13,6,0,181,159,1,151,9,61,95,4,21,0,0,0,0,1,0,0,2,0,1,2,0,3,0,0,0,0,0,0,4,4,2,5,5,4,1,0,12,13,0,10,1,7,5,2,0
07/03/2020,174,5,29,14,52,36,25,18,16,9,4,0,106,67,1,51,3,48,43,9,20,0,0,0,0,0,2,1,2,0,3,2,0,1,0,4,0,0,0,4,2,2,6,3,4,5,3,0,12,17,0,5,0,15,5,2,2
12/16/2020,1384,25,83,175,323,252,219,204,109,55,47,0,687,691,6,527,49,303,316,53,136,0,0,2,1,0,6,7,9,0,13,12,0,4,1,10,10,0,0,2,6,3,9,19,16,15,13,0,43,40,0,26,2,35,17,2,1
07/08/2021,76,0,5,13,30,16,5,6,3,3,0,0,43,33,0,17,1,22,21,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,3,2,0,1,0,4,0,0,0
06/27/2022,932,3,45,105,199,189,144,121,102,48,24,0,537,390,5,198,82,212,251,40,149,0,0,0,0,0,1,1,1,0,0,3,0,0,0,2,1,0,0,0,4,6,2,3,9,11,10,0,24,21,0,7,1,24,13,0,0
10/06/2020,558,2,29,61,176,105,93,70,32,16,5,0,292,265,1,229,15,71,177,18,48,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,5,5,5,4,5,3,1,0,10,19,0,11,1,8,7,1,1
12/12/2020,915,21,79,110,215,178,135,124,90,45,18,0,467,445,3,332,33,159,265,28,98,0,0,0,0,2,5,5,9,0,10,11,0,3,2,9,7,0,0,1,2,5,7,18,18,17,11,0,37,42,0,16,5,39,15,3,1
04/10/2021,557,8,52,88,150,112,91,65,28,15,8,0,281,275,1,158,30,165,145,16,43,0,0,0,1,0,4,1,2,0,5,3,0,3,0,4,1,0,0,1,5,4,10,12,7,8,5,0,21,31,0,11,1,34,5,0,1
04/29/2022,758,2,23,155,134,177,110,74,61,26,21,0,426,327,5,125,65,133,273,39,123,0,0,0,0,1,0,0,1,0,1,1,0,2,0,0,0,0,0,1,1,4,4,1,5,3,4,0,17,6,0,5,2,8,7,0,1
04/01/2020,461,24,181,3,57,68,87,85,91,41,29,0,245,216,0,104,25,237,66,14,15,0,0,1,1,1,7,6,8,0,12,12,0,3,1,20,0,0,0,1,4,13,26,39,42,31,25,0,77,104,0,38,5,103,26,6,3
10/19/2021,321,2,21,77,60,64,42,29,29,14,6,0,182,139,0,49,12,70,117,27,46,0,0,0,0,0,0,1,1,0,0,2,0,0,0,1,1,0,0,0,4,1,5,3,3,2,3,0,13,8,0,3,0,11,4,3,0
08/23/2020,130,1,25,10,43,17,23,15,12,8,2,0,71,59,0,40,3,29,45,5,8,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5,2,4,5,3,4,2,0,10,15,0,11,0,6,6,2,0
05/22/2022,628,0,33,116,116,119,112,65,55,30,15,0,359,269,0,132,72,83,230,33,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,5,5,3,7,0,18,15,0,8,2,10,11,2,0
07/08/2020,306,4,28,37,99,67,37,33,20,11,2,0,158,148,0,99,11,81,68,10,37,0,0,0,0,0,2,1,1,0,3,1,0,2,0,1,1,0,0,2,6,3,0,2,5,6,4,0,14,14,0,11,1,8,6,0,2
07/24/2021,197,0,15,45,54,35,16,24,14,5,4,0,94,103,0,34,8,59,63,10,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,4,2,1,2,0,10,5,0,4,0,9,2,0,0
03/23/2021,566,5,42,65,192,124,74,66,28,11,6,0,282,284,0,137,30,96,226,18,59,0,0,0,0,0,2,3,0,0,2,3,0,2,1,2,0,0,0,1,2,7,7,3,16,3,3,0,19,23,0,8,0,22,11,1,0
01/02/2021,1113,21,63,126,277,209,191,146,87,51,26,0,590,521,2,458,36,163,318,54,84,0,1,0,1,1,3,6,9,0,4,17,0,7,3,5,6,0,0,0,7,5,7,10,14,11,9,0,26,37,0,15,3,28,13,4,0
09/28/2021,384,4,21,85,84,85,40,39,31,12,8,0,212,172,0,63,16,112,130,23,40,0,0,0,0,0,0,1,3,0,3,1,0,0,0,1,3,0,0,1,1,3,3,3,5,1,4,0,13,8,0,3,1,11,4,1,1
02/11/2022,329,8,23,72,86,57,32,33,23,17,9,0,171,156,2,60,24,46,114,21,64,0,0,0,1,0,1,5,1,0,2,6,0,2,1,2,3,0,0,1,1,6,2,4,2,4,3,0,11,12,0,5,0,9,7,0,2
05/24/2022,1326,0,28,330,279,274,158,125,85,50,25,0,759,559,8,258,123,249,454,69,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,5,5,5,0,17,11,0,3,1,11,12,1,0
01/16/2022,1155,30,118,236,209,224,145,154,90,59,38,0,629,522,4,295,72,178,339,74,197,0,0,0,0,3,5,7,15,0,17,13,0,6,2,18,4,0,0,7,7,11,15,25,16,16,21,0,62,56,0,28,5,52,24,5,4
10/01/2021,384,4,31,80,94,85,46,35,26,13,5,0,202,177,5,69,26,99,108,37,45,0,0,0,0,2,0,2,0,0,3,1,0,2,0,1,1,0,0,0,4,5,1,7,5,5,4,0,18,13,0,4,1,16,8,1,1
04/18/2022,770,1,13,145,168,160,123,82,50,31,11,0,441,324,5,121,74,93,302,51,129,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2,3,1,2,1,0,4,0,9,4,0,1,0,5,7,0,0
05/23/2022,1377,1,32,335,261,243,164,186,101,57,30,0,766,597,14,273,135,270,404,63,232,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,2,3,2,3,6,5,5,6,0,21,11,0,5,1,12,13,1,0
10/11/2020,300,4,30,22,93,59,43,37,30,9,7,0,125,174,1,98,7,57,115,9,14,0,0,0,0,1,1,0,2,0,0,4,0,2,0,1,1,0,0,0,2,3,7,4,6,4,4,0,13,17,0,9,1,7,10,1,2
12/08/2020,2053,35,84,272,456,394,319,301,165,96,50,0,1056,989,8,849,75,359,405,103,262,0,1,2,4,5,6,5,12,0,13,22,0,13,4,12,6,0,0,2,7,9,12,16,15,11,12,0,47,37,0,24,4,32,17,3,4
02/12/2021,358,13,31,42,106,69,48,25,40,20,8,0,169,189,0,99,17,73,120,19,30,0,0,1,2,2,2,3,3,0,5,8,0,3,0,4,6,0,0,1,4,2,4,5,8,5,2,0,13,18,0,5,2,15,6,3,0
06/20/2022,850,3,42,73,173,163,165,106,86,54,30,0,496,352,2,165,91,168,274,34,118,0,0,0,1,0,1,0,1,0,2,1,0,1,0,1,1,0,0,1,6,5,3,6,9,5,7,0,24,18,0,4,3,19,15,0,1
09/15/2020,352,1,21,54,100,67,47,42,26,13,3,0,189,163,0,166,9,50,97,10,20,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,4,5,3,4,3,0,10,11,0,8,1,7,5,0,0
06/30/2020,264,3,26,25,91,59,39,24,15,5,6,0,134,129,1,112,3,57,62,4,26,0,0,0,0,0,1,2,0,0,2,1,0,1,0,1,1,0,0,2,4,3,3,3,5,2,4,0,13,13,0,11,1,9,5,0,0
08/01/2020,141,5,22,7,45,27,17,25,11,6,3,0,69,72,0,54,0,34,33,6,14,0,0,0,0,1,0,2,2,0,3,2,0,2,0,2,1,0,0,0,3,2,6,5,0,4,2,0,11,11,0,10,0,10,2,0,0
12/16/2021,3988,10,123,695,1311,951,537,273,143,53,25,0,2169,1808,11,508,136,1158,1160,322,704,0,0,1,0,2,1,3,3,0,3,7,0,0,0,6,4,0,0,10,11,14,13,19,30,14,12,0,65,58,0,21,4,64,27,4,3
04/07/2022,509,3,9,103,118,123,76,47,24,14,3,1,280,228,1,85,48,60,197,33,86,0,0,0,0,2,1,0,0,0,2,1,0,1,0,1,1,0,0,0,2,1,0,1,3,1,1,0,5,4,0,4,0,2,3,0,0
09/01/2020,330,3,17,34,97,70,38,45,32,8,6,0,177,153,0,141,5,58,85,6,35,0,0,0,0,0,2,1,0,0,2,1,0,2,0,0,1,0,0,0,1,2,7,2,2,1,2,0,8,9,0,5,0,8,2,1,1
06/06/2020,170,20,38,18,33,22,36,28,20,9,4,0,88,82,0,90,1,31,28,8,12,0,0,1,1,0,7,7,4,0,7,13,0,8,1,9,2,0,0,0,6,5,4,5,10,2,6,0,12,26,0,16,0,13,8,0,1
04/23/2022,410,0,7,66,70,94,57,48,42,23,10,0,219,188,3,85,34,54,149,24,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,1,1,0,3,4,0,3,0,3,0,0,1
06/04/2021,75,6,17,18,18,8,10,7,9,3,2,0,37,38,0,21,1,33,11,2,7,0,0,0,1,1,0,2,2,0,4,2,0,1,0,4,1,0,0,1,1,0,1,4,8,2,0,0,5,12,0,3,0,11,1,1,1
09/19/2021,244,2,32,55,50,56,34,23,16,2,8,0,127,116,1,48,17,62,73,21,23,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,2,6,1,7,5,5,2,4,0,14,18,0,5,1,17,6,1,2
03/20/2020,155,0,52,2,23,22,32,30,27,15,4,0,72,83,0,21,6,77,42,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,12,16,11,1,0,19,33,0,8,1,35,7,1,0
02/20/2022,113,4,12,17,29,15,24,10,10,4,4,0,52,61,0,20,10,20,42,6,15,0,0,0,0,2,1,0,1,0,2,2,0,1,0,0,3,0,0,2,1,1,1,1,3,3,0,0,5,7,0,4,0,6,2,0,0
05/30/2021,52,7,11,7,15,11,6,6,7,0,0,0,23,29,0,19,0,18,9,1,5,0,0,0,0,1,1,3,2,0,3,4,0,1,0,5,1,0,0,1,0,0,3,1,4,1,1,0,7,4,0,2,0,7,2,0,0
06/21/2020,48,11,16,4,16,11,3,7,2,4,1,0,29,19,0,17,1,11,8,4,7,0,0,1,0,1,3,3,3,0,6,5,0,4,0,3,4,0,0,1,2,1,1,3,3,4,1,0,11,5,0,6,0,7,2,1,0
05/31/2021,45,2,18,4,8,10,8,4,5,2,4,0,23,22,0,11,1,18,8,4,3,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,2,0,0,2,1,0,3,4,3,3,2,0,12,6,0,1,0,13,3,0,1
06/27/2020,130,5,13,11,41,21,23,14,10,7,3,0,64,66,0,46,4,36,27,5,12,0,0,0,0,0,1,2,2,0,4,1,0,1,0,3,1,0,0,1,4,0,2,1,3,0,2,0,8,5,0,8,0,4,1,0,0
07/10/2020,344,6,29,35,120,73,51,24,18,18,5,0,168,175,1,105,7,110,77,11,34,0,0,0,0,2,1,2,1,0,1,5,0,3,0,2,1,0,0,0,3,3,0,5,3,11,4,0,14,15,0,6,0,17,6,0,0
11/03/2020,2140,13,108,262,554,448,350,265,153,65,43,0,1090,1048,2,876,75,293,589,91,216,0,0,0,0,2,5,4,2,0,2,11,0,4,0,4,5,0,0,3,10,12,11,17,23,13,19,0,52,56,0,45,5,36,19,1,2
05/29/2020,459,20,50,33,114,70,85,75,42,18,22,0,248,207,4,227,10,112,44,17,49,0,0,0,1,3,5,6,5,0,11,9,0,7,0,11,1,1,0,3,0,4,7,11,9,8,8,0,31,19,0,12,1,26,9,1,1
10/24/2020,883,5,62,109,224,196,140,105,59,37,13,0,469,414,0,357,24,132,268,32,70,0,0,0,0,0,0,2,3,0,2,3,0,0,0,2,3,0,0,2,9,8,6,6,10,15,6,0,33,29,0,21,2,26,9,3,1
12/03/2021,920,8,72,208,188,170,130,87,79,44,14,0,444,474,2,159,42,216,270,81,152,0,0,0,2,0,2,1,3,0,4,4,0,2,0,4,2,0,0,1,7,5,10,8,18,12,11,0,31,41,0,13,3,32,21,3,0
01/11/2021,1355,16,86,187,334,267,211,172,104,48,32,0,694,660,1,487,67,253,332,58,158,0,0,0,0,0,2,5,9,0,6,10,0,5,2,4,5,0,0,2,2,6,7,16,20,15,18,0,40,46,0,17,5,47,14,3,0
10/03/2021,204,4,27,46,39,36,24,28,18,9,4,0,102,102,0,32,9,55,81,9,18,0,0,0,0,1,2,0,1,0,0,4,0,1,0,1,2,0,0,0,4,2,3,4,3,9,2,0,16,11,0,3,1,14,7,1,1
01/27/2021,657,14,48,75,146,131,102,92,61,33,17,0,337,320,0,198,30,151,175,33,70,0,0,0,0,0,3,4,7,0,4,10,0,2,1,8,3,0,0,0,2,4,4,8,7,14,9,0,27,21,0,12,1,16,15,3,1
06/11/2020,201,10,28,19,62,27,28,33,19,9,4,0,109,89,3,101,3,41,33,7,16,0,0,0,1,1,2,2,4,0,4,6,0,3,1,4,2,0,0,0,4,4,2,5,6,3,4,0,9,19,0,13,0,9,6,0,0
07/09/2022,581,2,34,89,92,106,75,89,68,46,16,0,321,259,1,156,36,145,132,30,82,0,0,0,0,0,1,1,0,0,0,2,0,0,0,2,0,0,0,3,3,3,1,3,9,5,7,0,13,21,0,6,2,14,10,1,1
04/17/2020,774,43,148,16,128,126,142,144,118,49,51,0,387,387,0,323,27,218,124,38,44,0,0,1,2,5,7,13,15,0,14,29,0,11,2,19,11,0,0,3,6,12,18,33,30,27,19,0,66,82,0,56,7,57,20,6,2
06/19/2022,485,1,32,65,97,111,75,54,44,20,19,0,282,202,1,88,44,113,154,18,68,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,2,2,5,4,5,6,8,0,20,12,0,4,5,17,4,1,1
10/21/2021,337,5,23,84,69,71,40,39,19,14,1,0,184,153,0,54,19,69,122,22,51,0,0,1,0,1,1,1,1,0,3,2,0,1,0,4,0,0,0,0,3,7,1,4,2,5,1,0,9,14,0,6,2,10,3,1,1
02/06/2022,293,23,35,77,58,49,43,30,16,12,8,0,144,147,2,47,23,34,82,20,87,0,1,2,1,2,6,5,6,0,7,16,0,8,0,8,6,1,0,1,2,4,5,3,3,6,11,0,19,16,0,5,6,12,8,3,1
08/22/2021,284,7,33,45,65,61,52,33,16,6,6,0,151,133,0,54,7,77,103,11,32,0,0,0,2,2,1,0,2,0,4,3,0,1,1,5,0,0,0,1,4,4,11,4,4,1,4,0,19,14,0,6,1,17,8,0,1
02/09/2022,489,10,29,136,114,80,65,35,28,16,14,1,258,216,15,94,26,70,167,24,108,0,0,0,0,1,6,3,0,0,2,8,0,5,0,4,1,0,0,2,3,4,5,0,6,4,5,0,16,13,0,12,3,7,7,0,0
07/16/2022,578,1,24,77,102,111,94,65,72,36,20,1,328,245,5,136,35,184,132,23,68,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,4,1,3,3,2,7,0,14,10,0,3,2,11,7,0,1
04/07/2020,556,25,194,2,83,106,94,84,80,55,52,0,295,261,0,182,16,209,96,24,29,0,0,0,1,5,4,10,5,0,11,14,0,6,0,16,1,2,0,0,5,13,23,35,47,33,38,0,90,104,0,41,8,101,34,10,0
03/16/2021,451,3,29,85,132,99,51,41,23,18,2,0,253,198,0,116,17,113,159,23,23,0,0,0,0,0,1,1,1,0,2,1,0,0,1,2,0,0,0,0,4,1,3,10,6,3,2,0,14,15,0,5,0,20,4,0,0
02/02/2022,370,17,24,71,74,73,59,44,26,14,9,0,191,174,5,87,32,46,128,24,53,0,0,1,1,3,4,5,3,0,9,8,0,2,1,7,6,1,0,1,1,1,3,3,6,1,8,0,10,14,0,7,0,4,13,0,0
06/06/2022,1150,0,32,260,200,230,143,138,101,53,25,0,661,485,4,272,98,246,300,58,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,5,1,7,8,6,0,24,8,0,3,2,14,11,1,1
06/27/2021,15,1,1,4,2,4,1,0,1,3,0,0,9,6,0,3,1,6,2,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
